time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.4229	18.7132	4.90834	3.81329	0.455346	lidar	0.853753	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23016	18.5713	4.90072	3.8233	0.429631	radar	1.28811	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07781	18.4126	4.87724	3.85434	0.44261	lidar	2.01591	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90545	18.2393	4.88633	3.90075	0.496398	radar	7.00655	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.67336	18.1021	4.91052	3.89963	0.464283	lidar	2.86461	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49657	17.9497	4.8973	3.90763	0.434414	radar	3.21324	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.28567	17.7863	4.91715	3.91662	0.417894	lidar	1.45123	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.11778	17.6026	4.92508	3.95337	0.451879	radar	2.60102	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.92386	17.4847	4.91307	3.94839	0.420883	lidar	5.77327	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.79065	17.2677	4.91904	4.00603	0.484077	radar	3.39067	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.61665	17.0851	4.92619	4.02324	0.475365	lidar	0.220853	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.445	16.9162	4.9165	4.0228	0.430532	radar	1.86155	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.27569	16.744	4.91569	4.03385	0.418314	lidar	0.466858	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.10508	16.5498	4.92141	4.04125	0.39047	radar	5.18734	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.95651	16.3228	4.93749	4.07114	0.401369	lidar	2.61146	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.79258	16.1449	4.93048	4.07104	0.36674	radar	1.01189	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.5928	15.9798	4.94159	4.06138	0.33288	lidar	1.94134	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.47653	15.7499	4.95063	4.10991	0.386922	radar	2.23413	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.31049	15.5381	4.96913	4.12137	0.376364	lidar	1.43604	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.15735	15.3444	4.96845	4.12847	0.359581	radar	0.936719	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.960388	15.137	4.99951	4.12401	0.331003	lidar	3.90681	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.808098	14.9518	4.98806	4.12106	0.297529	radar	1.87013	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.688882	14.7344	4.98468	4.1449	0.308264	lidar	0.195017	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.587151	14.4949	4.99332	4.18808	0.353992	radar	2.02002	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.418291	14.2802	5.014	4.18831	0.332205	lidar	1.80252	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.319666	14.0336	5.03116	4.23691	0.391548	radar	4.20053	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.275204	13.7786	5.0186	4.28934	0.431127	lidar	2.57408	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.185507	13.5388	5.02732	4.32527	0.45906	radar	1.44091	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	0.0224164	13.3182	5.04927	4.31709	0.419777	lidar	2.71165	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.0933178	13.0971	5.04531	4.32199	0.393593	radar	0.743126	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.12917	12.8593	5.02496	4.36639	0.425428	lidar	2.0281	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.250385	12.6329	5.02439	4.3611	0.381348	radar	3.78496	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.371394	12.3996	5.03581	4.36377	0.360216	lidar	0.716846	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.501375	12.1882	5.02974	4.35201	0.316831	radar	3.71664	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.590645	11.9625	5.02376	4.36506	0.313906	lidar	0.293045	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.717888	11.7362	5.02798	4.35617	0.278281	radar	2.95095	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.90084	11.5047	5.05686	4.3271	0.223947	lidar	4.91894	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.01468	11.2753	5.05186	4.31782	0.184441	radar	2.88505	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.18628	11.0538	5.06853	4.29285	0.14265	lidar	2.5919	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.25896	10.8094	5.07448	4.32559	0.188239	radar	1.5113	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.38438	10.5618	5.09355	4.32424	0.175025	lidar	1.69163	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.45857	10.3051	5.10681	4.35436	0.212916	radar	2.19476	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.57062	10.0881	5.09912	4.35165	0.197479	lidar	1.29311	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.66185	9.85507	5.09465	4.35749	0.189837	radar	0.24337	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.74853	9.62676	5.08692	4.3656	0.188408	lidar	0.385378	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.846	9.38187	5.09923	4.37827	0.202594	radar	2.94247	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.91985	9.09894	5.12616	4.39809	0.213286	lidar	5.42137	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.01221	8.87024	5.1166	4.39466	0.188403	radar	1.28127	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.10891	8.61969	5.12765	4.39762	0.180338	lidar	0.559616	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.2264	8.37431	5.14126	4.39049	0.160742	radar	3.50953	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.28697	8.13083	5.13471	4.40668	0.170655	lidar	0.28963	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.36295	7.9072	5.11802	4.40989	0.161112	radar	4.79339	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.47231	7.65965	5.13101	4.40416	0.144371	lidar	1.02849	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.63311	7.43071	5.13934	4.36087	0.0645694	radar	5.99355	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.73517	7.17709	5.15277	4.35994	0.0594184	lidar	0.849745	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.8014	6.93749	5.14679	4.37859	0.0879561	radar	1.32954	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86058	6.71129	5.12664	4.39053	0.0967374	lidar	1.92176	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.94061	6.47754	5.11455	4.38064	0.0592977	radar	4.20332	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-3.00012	6.23292	5.10908	4.39311	0.070156	lidar	0.528932	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.11163	5.9917	5.11925	4.38614	0.0614032	radar	3.11404	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18647	5.72441	5.13528	4.39495	0.0678878	lidar	1.8823	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29526	5.47987	5.14148	4.37454	0.0213402	radar	2.33656	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38649	5.22341	5.15391	4.37502	0.0207247	lidar	0.793774	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45591	4.97543	5.1538	4.38837	0.0435575	radar	0.258003	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.55911	4.71053	5.17646	4.38529	0.0379961	lidar	2.69579	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.66741	4.46248	5.18435	4.36487	-0.00800555	radar	2.48922	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.79015	4.20455	5.20699	4.35408	-0.0188628	lidar	3.53341	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.8754	3.96117	5.20599	4.36308	0.00470694	radar	1.02694	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.95295	3.71876	5.20044	4.36693	0.00836067	lidar	0.321358	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06346	3.5011	5.18644	4.34561	-0.0327656	radar	3.61642	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15479	3.25459	5.18936	4.34522	-0.0313235	lidar	0.0622471	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26843	3.00693	5.20034	4.32938	-0.060286	radar	1.019	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.35383	2.7402	5.21599	4.3341	-0.0512832	lidar	1.87407	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44275	2.4898	5.21984	4.33862	-0.0377629	radar	0.298279	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54319	2.23185	5.23364	4.33766	-0.0358484	lidar	1.19194	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.65625	1.99735	5.23279	4.31048	-0.0953006	radar	3.86183	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.76601	1.73567	5.25229	4.30735	-0.0920566	lidar	2.48664	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.8899	1.49207	5.26229	4.28744	-0.124787	radar	0.984656	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.95441	1.24366	5.25286	4.29605	-0.10954	lidar	4.28373	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05504	1.01333	5.24259	4.29408	-0.100452	radar	0.653715	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12063	0.767234	5.23261	4.30258	-0.0863399	lidar	3.75903	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.20901	0.490808	5.25719	4.30533	-0.0856709	radar	5.8989	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28603	0.242331	5.25301	4.31076	-0.0749472	lidar	1.38395	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.45882	0.0820352	5.16682	4.25727	-0.148282	radar	7.68945	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.55198	-0.141606	5.1454	4.24919	-0.156851	lidar	3.26605	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.65861	-0.366918	5.14968	4.24933	-0.14124	radar	1.84816	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.77586	-0.596944	5.14699	4.23972	-0.146229	lidar	1.28804	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.89117	-0.817349	5.12104	4.21675	-0.17937	radar	4.87675	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-6.00511	-1.04708	5.13666	4.22168	-0.155499	lidar	2.9954	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.11135	-1.28314	5.15741	4.23416	-0.122832	radar	5.11629	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.23551	-1.51116	5.15678	4.22525	-0.126601	lidar	0.0696653	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.38144	-1.72053	5.1412	4.19199	-0.178269	radar	4.84664	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.47977	-1.96815	5.1672	4.21129	-0.140482	lidar	2.51009	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.62554	-2.18302	5.15933	4.19011	-0.159318	radar	1.77632	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.75871	-2.40898	5.16319	4.18245	-0.15884	lidar	0.122949	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.91122	-2.6209	5.16182	4.1609	-0.181901	radar	1.05691	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.98697	-2.89659	5.1959	4.19445	-0.131941	lidar	4.41793	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.11267	-3.12803	5.20007	4.19153	-0.127351	radar	0.150278	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22796	-3.34821	5.19173	4.18806	-0.123036	lidar	0.906599	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36704	-3.58921	5.2097	4.18289	-0.127705	radar	5.14532	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52375	-3.76093	5.17745	4.15298	-0.152849	lidar	3.8865	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66503	-3.97555	5.17867	4.13984	-0.166043	radar	0.60754	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81116	-4.20396	5.18901	4.13293	-0.165636	lidar	0.669117	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.95818	-4.42456	5.19446	4.12345	-0.169292	radar	0.482255	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.11294	-4.65644	5.21	4.11578	-0.170107	lidar	1.6035	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.25006	-4.87484	5.20125	4.12024	-0.139779	radar	2.16532	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.38264	-5.09787	5.20144	4.11996	-0.13095	lidar	0.131948	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.5271	-5.29151	5.18019	4.11622	-0.115238	radar	4.1889	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.72041	-5.48586	5.18667	4.08803	-0.145382	lidar	2.10619	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.87516	-5.69301	5.18365	4.08196	-0.140013	radar	0.500409	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0387	-5.88349	5.17609	4.06658	-0.150744	lidar	0.354168	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.17385	-6.07232	5.14902	4.07033	-0.125537	radar	7.44039	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3677	-6.19708	5.11383	4.02817	-0.172066	lidar	7.58933	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.53642	-6.39074	5.11127	4.01902	-0.169119	radar	1.10313	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68705	-6.58879	5.10699	4.01629	-0.161706	lidar	0.239628	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.90557	-6.75032	5.1128	3.97584	-0.206729	radar	6.86487	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1204	-6.90277	5.10988	3.93921	-0.240824	lidar	0.998139	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3029	-7.07138	5.10424	3.92157	-0.248946	radar	1.33065	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5397	-7.22783	5.11718	3.88261	-0.282281	lidar	2.84601	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7457	-7.3745	5.11106	3.85448	-0.30099	radar	2.33012	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9961	-7.5142	5.1244	3.81138	-0.335825	lidar	2.90361	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.189	-7.66164	5.11041	3.79503	-0.335112	radar	1.81038	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3473	-7.81825	5.08809	3.7941	-0.317184	lidar	4.23687	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5485	-7.95108	5.07309	3.77201	-0.325605	radar	2.68898	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7418	-8.05793	5.04532	3.74385	-0.343696	lidar	5.08405	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9479	-8.17722	5.02253	3.71946	-0.353911	radar	3.78278	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1725	-8.2631	5.00673	3.67819	-0.385558	lidar	1.99338	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3956	-8.38186	5.01336	3.65486	-0.38937	radar	1.76282	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.6077	-8.46032	4.99044	3.61959	-0.412048	lidar	3.7339	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.8309	-8.54206	4.9695	3.58313	-0.437497	radar	3.41944	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0975	-8.61888	4.98486	3.53979	-0.462504	lidar	2.02116	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3427	-8.7079	4.995	3.51264	-0.464545	radar	1.82253	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.568	-8.75337	4.97479	3.47222	-0.48885	lidar	3.30437	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.8068	-8.78134	4.95281	3.41811	-0.537061	radar	5.18984	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-14.0233	-8.89365	4.95222	3.41727	-0.504842	lidar	0.707124	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2647	-8.97808	4.96561	3.40741	-0.475561	radar	2.14825	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.48	-9.09116	4.96136	3.41099	-0.442459	lidar	0.811595	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.7161	-9.15245	4.95667	3.38641	-0.448782	radar	0.372474	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9855	-9.15076	4.96439	3.33261	-0.486264	lidar	1.14445	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2373	-9.22005	4.97571	3.32045	-0.468129	radar	3.96041	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4835	-9.33984	4.99031	3.33378	-0.421155	lidar	4.6254	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7336	-9.36169	4.98579	3.29464	-0.452917	radar	1.70453	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9794	-9.45079	4.99297	3.29741	-0.420944	lidar	1.82338	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2341	-9.45386	4.99214	3.25588	-0.45193	radar	2.09983	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4816	-9.4498	4.98867	3.2194	-0.469246	lidar	0.53989	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.7146	-9.43795	4.97245	3.17905	-0.498083	radar	5.64013	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9816	-9.43157	4.98572	3.14747	-0.504297	lidar	0.880992	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2299	-9.49246	4.99038	3.15733	-0.453363	radar	7.93134	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4829	-9.51476	4.99398	3.14434	-0.441344	lidar	0.398105	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7393	-9.50229	4.99754	3.11309	-0.457876	radar	1.52157	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9895	-9.47234	4.99826	3.08111	-0.46856	lidar	0.164269	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2369	-9.42987	4.99572	3.04058	-0.497596	radar	0.668624	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4545	-9.4694	4.97043	3.04549	-0.466082	lidar	2.95369	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6942	-9.45208	4.96584	3.03099	-0.449501	radar	1.85135	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9394	-9.44852	4.96337	3.02028	-0.436059	lidar	0.287721	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1738	-9.40498	4.95667	2.99681	-0.43364	radar	4.20031	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.4106	-9.29273	4.95805	2.94234	-0.471761	lidar	2.90967	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6468	-9.21049	4.95566	2.89773	-0.507253	radar	1.13832	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8871	-9.09676	4.96324	2.85061	-0.531389	lidar	1.08934	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1215	-8.99679	4.96586	2.81415	-0.540645	radar	4.91898	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.3303	-9.09845	4.91497	2.86095	-0.46423	lidar	16.5846	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5709	-9.04956	4.91521	2.84998	-0.446403	radar	1.51385	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7893	-8.96032	4.90682	2.81919	-0.457252	lidar	0.962052	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-21.0286	-8.87575	4.91304	2.7924	-0.465661	radar	2.09171	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.232	-8.80415	4.89055	2.77157	-0.465932	lidar	2.38133	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4642	-8.70995	4.89485	2.74298	-0.478601	radar	1.62978	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6698	-8.67655	4.86447	2.74132	-0.457423	lidar	3.63011	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8655	-8.5154	4.86129	2.67012	-0.541399	radar	6.73094	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0709	-8.44268	4.84271	2.65696	-0.528156	lidar	1.37235	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2819	-8.32562	4.84246	2.63618	-0.512081	radar	1.9148	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.505	-8.24257	4.83925	2.62653	-0.494687	lidar	1.04349	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.701	-8.11091	4.83375	2.59044	-0.5161	radar	1.30238	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.9086	-7.91111	4.8614	2.54009	-0.539642	lidar	3.56154	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0992	-7.75573	4.86216	2.49064	-0.58829	radar	3.39654	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3117	-7.60099	4.87799	2.46435	-0.582573	lidar	1.44527	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5111	-7.46144	4.87832	2.45665	-0.538022	radar	1.80867	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.68	-7.31289	4.86367	2.42816	-0.541927	lidar	1.09035	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8689	-7.1546	4.86655	2.40885	-0.525162	radar	0.845084	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0412	-7.04354	4.83817	2.39736	-0.513458	lidar	3.13684	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.2069	-6.85984	4.84084	2.35904	-0.534492	radar	1.80269	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
